id,name,artists,popularity,year,explicit,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,url
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,Taylor Swift,75,2017,0,211853,0.204,0.7659999999999999,0.7090000000000001,1.41e-05,9,0.126,-6.471,0,0.123,128.07,0.506,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
1PEqh7awkpuepLBSq8ZwqD,I Love You Always Forever,Donna Lewis,68,1996,0,239960,0.627,0.7440000000000001,0.4529999999999999,0.421,5,0.0898,-11.977,1,0.0348,103.773,0.122,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1PInWkBARsxLyouDqa2GtF,Can You Feel My Heart,Bring Me The Horizon,76,2013,0,227296,0.0027199999999999,0.235,0.86,0.0969,4,0.3879999999999999,-2.842,0,0.0561,127.788,0.342,https://open.spotify.com/track/0WSa1sucoNRcEeULlZVQXj
1PQzZbitOJ6XPFg7FFzsKQ,El amor después del amor,Fito Paez,63,1992,0,311893,0.00357,0.6409999999999999,0.797,3.2500000000000004e-05,7,0.0279,-6.5360000000000005,1,0.0431,94.884,0.655,https://open.spotify.com/track/1PQzZbitOJ6XPFg7FFzsKQ
1PVUwgpOX3PXBsZlkFrlcC,Hula Hoop,Daddy Yankee,0,2021,0,236493,0.113,0.799,0.818,0.00315,6,0.0942,-4.628,1,0.0801,175.998,0.951,https://open.spotify.com/track/7BEI30TTNhwnkCyNUDmFrr
1PXsUXSM3LF2XNSkmIldPb,Little Black Submarines,The Black Keys,65,2011,0,251267,0.161,0.365,0.466,6.68e-06,2,0.106,-7.5139999999999985,1,0.0418,95.163,0.487,https://open.spotify.com/track/1PXsUXSM3LF2XNSkmIldPb
1PZ3QsCFec05Ls3PwOqKXZ,Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,69,1997,0,237960,0.0343,0.68,0.423,0.0,11,0.0925,-11.112,0,0.136,169.18400000000003,0.8220000000000001,https://open.spotify.com/track/1PZ3QsCFec05Ls3PwOqKXZ
1PZrHbJjt5t7dP9OGRxcD0,Dale Don Dale,Don Omar,67,2003,0,212413,0.0242,0.831,0.818,0.000336,2,0.0892,-7.827000000000001,1,0.0825,95.023,0.807,https://open.spotify.com/track/4WEJrZwPMwsAUks6GOhnsz
1Pj5oOFzLYELyyeh1IYRK0,Undrunk,FLETCHER,69,2019,1,183428,0.489,0.442,0.579,1.04e-06,5,0.126,-6.484,1,0.145,83.336,0.546,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d
1Q2fYlSdwuutWj3QplhY9q,Riot,Three Days Grace,69,2006,1,207587,0.0104,0.185,0.948,0.0,8,0.105,-3.892,1,0.147,196.578,0.316,https://open.spotify.com/track/5eALoO9RRACvoxvLKF9zt4
1Q3t9fWvHUXKsMmpD2XpUu,Cold Cold Cold,Cage The Elephant,70,2015,0,214387,0.0178,0.5489999999999999,0.789,6.68e-05,5,0.059,-6.0710000000000015,1,0.0313,136.125,0.715,https://open.spotify.com/track/1Q3t9fWvHUXKsMmpD2XpUu
1QFw2xxyQtgKjlrMCEqsNj,Papaoutai,Stromae,54,2013,0,232147,0.0266,0.7340000000000001,0.809,0.0,10,0.0642,-7.2639999999999985,0,0.0839,116.022,0.254,https://open.spotify.com/track/09TcIuH1ZO7i4vicWKoaN2
1QJnDJuYOGj05iSc4eWGr5,Fever To The Form,Nick Mulvey,67,2014,0,252960,0.795,0.358,0.546,0.0586,0,0.111,-8.927,0,0.0296,106.489,0.264,https://open.spotify.com/track/1QJnDJuYOGj05iSc4eWGr5
1QLZKzC2pjP4ySf4ALrNhm,Christmas Without You,Ava Max,77,2020,0,169245,0.424,0.654,0.596,0.0,1,0.11,-4.68,1,0.0458,118.078,0.382,https://open.spotify.com/track/1QLZKzC2pjP4ySf4ALrNhm
1QNoKVgA758HFLu3TW2q7R,Kill Em With Kindness,Selena Gomez,60,2015,0,217907,0.00795,0.757,0.884,5.870000000000001e-05,10,0.0973,-5.488,0,0.0404,120.012,0.3979999999999999,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ
1QUpqu8865jfasDr8M3IKN,A Thousand Years,Christina Perri,58,2011,0,285120,0.309,0.421,0.407,0.0009609999999999,10,0.11,-7.445,1,0.0267,139.028,0.161,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
1Qaa4I0iyu1yUxtar6Dj3r,John Deere Green,Joe Diffie,49,2003,0,272733,0.121,0.705,0.799,0.0,2,0.0664,-6.093999999999999,1,0.0277,130.41299999999998,0.728,https://open.spotify.com/track/1Qaa4I0iyu1yUxtar6Dj3r
1Qdnvn4XlmZANCVy3XjrQo,Show Me How to Live,Audioslave,69,2002,0,277840,0.000336,0.433,0.8540000000000001,0.000177,9,0.162,-3.868,1,0.0483,89.4,0.368,https://open.spotify.com/track/21tuvt3CXIsNquc32v8jpc
1QgTBfRN5m81a5K01qens6,444+222,Lil Uzi Vert,62,2017,1,247347,0.0235,0.7909999999999999,0.513,2.8300000000000014e-05,10,0.1009999999999999,-6.568,0,0.2689999999999999,76.997,0.481,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6
1QhSB9L9M5eZQhW4RNOhXK,The Tide Is High - Radio Mix,Atomic Kitten,64,2002,0,206093,0.0209,0.7829999999999999,0.649,0.00482,7,0.067,-4.127,1,0.0322,103.997,0.665,https://open.spotify.com/track/1QhSB9L9M5eZQhW4RNOhXK
1Qi2wh8fFgDV7tl4Sj3f2K,Have Yourself A Merry Little Christmas,Sam Smith,77,2014,0,170964,0.957,0.4379999999999999,0.178,0.0,5,0.316,-9.402,1,0.0414,75.248,0.344,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
1QixTwDZCcfBzA7QMyont0,Halo,Soil,56,2011,0,195653,2.87e-05,0.529,0.92,0.00202,3,0.0582,-4.168,1,0.0649,111.132,0.4379999999999999,https://open.spotify.com/track/0rlPOzWbNVui2ABuI5OFhL
1QoCMhH72F9MFDspvkfqId,Hey Ya!,Outkast,25,2018,0,235213,0.103,0.727,0.974,0.000532,4,0.174,-2.261,0,0.0664,79.52600000000002,0.965,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,70,2017,0,236413,0.106,0.615,0.534,1.76e-05,9,0.0607,-6.718999999999999,0,0.0386,135.917,0.193,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
1REX2q4Fverp8zH7KuSeZC,If I Die Young (Glee Cast Version),Glee Cast,65,2013,0,221773,0.83,0.7170000000000001,0.382,0.0,4,0.0986,-7.782,1,0.036,130.843,0.358,https://open.spotify.com/track/1REX2q4Fverp8zH7KuSeZC
1RGasjWLZ4qMN7wbtkLa3u,my boy,Billie Eilish,74,2017,0,170852,0.472,0.6920000000000001,0.3939999999999999,0.0001909999999999,11,0.1169999999999999,-8.745,0,0.207,89.936,0.324,https://open.spotify.com/track/440EnGkfhSGE7cQb99ReDv
1RMDXedcRno6rDBCbNHDJf,Santa Claus Is Coming to Town,Michael Bublé,74,2012,0,171093,0.785,0.594,0.389,0.0,10,0.0313,-7.109,1,0.0517,122.331,0.396,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
1RMRkCn07y2xtBip9DzwmC,Turn Up the Music,Chris Brown,64,2012,0,227973,0.0002379999999999,0.594,0.841,2.22e-06,1,0.156,-5.7920000000000025,1,0.102,129.925,0.643,https://open.spotify.com/track/1RMRkCn07y2xtBip9DzwmC
1RQnYh2xw2BPpnzQFbO5r5,Too Much,Spice Girls,55,1997,0,271933,0.484,0.3329999999999999,0.631,0.0,2,0.332,-4.992,1,0.0461,80.14,0.342,https://open.spotify.com/track/1RQnYh2xw2BPpnzQFbO5r5
1RSy7B2vfPi84N80QJ6frX,Blue Monday - 2016 Remaster,New Order,68,2005,0,450800,0.000726,0.7929999999999999,0.703,0.88,0,0.075,-9.548,1,0.0581,130.27,0.856,https://open.spotify.com/track/1RSy7B2vfPi84N80QJ6frX
1RbnH7qjUyWJWh8kjFIYNw,Who We Be,DMX,50,2001,1,287867,0.123,0.723,0.833,0.0,7,0.272,-4.879,1,0.15,82.741,0.616,https://open.spotify.com/track/1RbnH7qjUyWJWh8kjFIYNw
1RgiH5ucgoEWDKmGyA5drQ,Neptune,Sleeping At Last,56,2014,0,280371,0.23,0.602,0.371,0.0,9,0.0887,-11.575,0,0.0322,120.01,0.211,https://open.spotify.com/track/1RgiH5ucgoEWDKmGyA5drQ
1RjU7UhRICmdFPKxCucLgq,Hell on Earth (Front Lines),Mobb Deep,65,1996,1,274093,0.275,0.875,0.6579999999999999,0.0,0,0.122,-3.641,1,0.359,92.039,0.6609999999999999,https://open.spotify.com/track/1RjU7UhRICmdFPKxCucLgq
1RkOJtrrYNeF5DLVtx0CG4,Kobe,Chief Keef,51,2012,1,211787,0.0502,0.853,0.769,0.0,1,0.304,-5.95,1,0.217,136.045,0.6940000000000001,https://open.spotify.com/track/1RkOJtrrYNeF5DLVtx0CG4
1RouRzlg8OKFeqc6LvdxmB,Felices los 4,Maluma,74,2018,0,230000,0.213,0.7659999999999999,0.7559999999999999,0.0,5,0.349,-5.8610000000000015,1,0.132,94.027,0.716,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
1RpCXjlxFGS6LfPOvqSJ7M,Amores Como el Nuestro,Jerry Rivera,66,1990,0,301573,0.5489999999999999,0.679,0.62,0.0189,0,0.0774,-10.943,1,0.0469,179.505,0.619,https://open.spotify.com/track/1RpCXjlxFGS6LfPOvqSJ7M
1RvQQGwaPipiNgz8RXAKA8,Red,Taylor Swift,58,2012,0,220827,0.0773,0.602,0.8959999999999999,8.87e-05,1,0.091,-4.267,0,0.0437,124.978,0.6409999999999999,https://open.spotify.com/track/0cITLOYn1Sv4q27zZPqlNK
1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,Sir Mix-A-Lot,67,1992,1,262827,0.0051,0.926,0.669,0.0,1,0.0887,-11.271,1,0.301,128.46200000000002,0.642,https://open.spotify.com/track/4vvOv6MDFFPpEb1gwwb2ZD
1SBwYuWcbpJOXZBlzWfJQw,Baracunatana,Aterciopelados,58,1995,0,151667,0.151,0.6709999999999999,0.883,0.0,4,0.132,-4.387,0,0.0479,89.977,0.945,https://open.spotify.com/track/1SBwYuWcbpJOXZBlzWfJQw
1SCVnypyqvllwnrPKDhkKo,Lights & Music,Cut Copy,17,2019,0,274893,0.0572,0.604,0.935,0.1689999999999999,10,0.446,-4.704,0,0.0388,125.966,0.637,https://open.spotify.com/track/2dngx6srtqsxvyh7oGV8FM
1SCwVUbxOrqU7NADHm7x7j,Кукушка,Kino,54,1990,0,398659,0.0503,0.787,0.603,0.639,9,0.124,-13.919,0,0.0261,105.481,0.691,https://open.spotify.com/track/1SCwVUbxOrqU7NADHm7x7j
1SDtZ69uALD5zW8k9S8hTf,Nate,NF,65,2019,0,302120,0.6609999999999999,0.481,0.852,0.0,11,0.365,-4.109,0,0.441,84.79899999999998,0.537,https://open.spotify.com/track/1SDtZ69uALD5zW8k9S8hTf
1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,70,2017,0,216391,0.3339999999999999,0.3339999999999999,0.617,0.0,6,0.163,-5.834,0,0.3829999999999999,85.227,0.603,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
1SKApv6ZfJ9bkUxeRObJEF,Freedom! '90,George Michael,57,1998,0,388400,0.0991,0.6759999999999999,0.873,1.44e-05,5,0.0541,-7.697,1,0.044,91.77,0.818,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,78,2017,0,237720,0.148,0.6709999999999999,0.6729999999999999,5.290000000000001e-05,11,0.304,-6.941,0,0.0444,121.963,0.494,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
1SShxVVBeZBCY7WddnksPz,Gypsy Woman (She's Homeless) - Basement Boy Strip To The Bone Mix,Crystal Waters,61,1991,0,451827,0.000779,0.484,0.6409999999999999,0.278,5,0.0738,-12.612,1,0.0377,119.981,0.181,https://open.spotify.com/track/1SShxVVBeZBCY7WddnksPz
1STAWoWHYJh2UVUx41pYMD,Lost!,Coldplay,51,2008,0,236213,0.0057,0.359,0.779,0.8370000000000001,7,0.379,-7.52,1,0.0412,86.95100000000002,0.5820000000000001,https://open.spotify.com/track/1STAWoWHYJh2UVUx41pYMD
1SVm64B4Ry7dqFSxHY8e65,La Calle De Las Sirenas,Kabah,69,1996,0,236160,0.1009999999999999,0.706,0.8009999999999999,0.00159,5,0.138,-11.615,1,0.0288,104.535,0.816,https://open.spotify.com/track/1SVm64B4Ry7dqFSxHY8e65
1SX6b8X9cszCsliiR70i5U,Dynamite,Taio Cruz,13,2020,0,203053,0.00769,0.76,0.795,0.0,4,0.0332,-3.1860000000000004,1,0.0912,119.987,0.8340000000000001,https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV
1SaEt8dwTuLDzenUu5BqI6,Un Beso,Aventura,71,2005,0,263347,0.586,0.732,0.64,1.810000000000001e-05,0,0.104,-9.859,1,0.0378,125.015,0.715,https://open.spotify.com/track/1SaEt8dwTuLDzenUu5BqI6
1Si7crvw1M6Kgz9XiAtMiJ,When Legends Rise,Godsmack,61,2018,0,172826,0.000236,0.44,0.916,1.94e-05,4,0.0897,-4.222,0,0.266,124.099,0.401,https://open.spotify.com/track/1Si7crvw1M6Kgz9XiAtMiJ
1SlMYQmLe0yNEvBIfaPTAW,Ich will,Rammstein,57,2001,0,217107,0.00138,0.648,0.8959999999999999,0.000819,2,0.0879,-4.254,1,0.0409999999999999,128.115,0.4679999999999999,https://open.spotify.com/track/3X0K6fII7VIwL1URPrp8Ko
1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,Ed Sheeran,67,2013,0,281560,0.474,0.7809999999999999,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,0.591,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
1Sm3U3B5XoidYQEZQZrh3i,Heaven Is a Halfpipe (If I Die),OPM,56,2000,1,257427,0.0755,0.743,0.894,0.00283,8,0.3670000000000001,-6.886,1,0.0349,95.9,0.77,https://open.spotify.com/track/1Sm3U3B5XoidYQEZQZrh3i
1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,Lauv,76,2020,1,186613,0.00575,0.862,0.4,7.49e-06,4,0.123,-7.4860000000000015,1,0.0736,122.963,0.596,https://open.spotify.com/track/1Srt81FTalOhRw7t7l8Yh8
1Ss4DpG1o7H1oN6cm0tdQo,Need A Boat,Morgan Wallen,47,2021,0,185867,0.0998,0.54,0.897,0.0,9,0.267,-6.285,1,0.0333,160.02700000000004,0.963,https://open.spotify.com/track/1Ss4DpG1o7H1oN6cm0tdQo
1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle,70,2010,0,227067,0.0124,0.787,0.728,0.0,0,0.157,-7.705,1,0.218,173.02599999999995,0.94,https://open.spotify.com/track/7kTvXtMERxvwCGcWv68ssH
1SwY9YgXVgRbZM6uzxS4vU,Le Hace Falta Un Beso,El Chapo De Sinaloa,65,2014,0,167898,0.326,0.792,0.245,0.0,4,0.0802,-8.552,1,0.0529,102.001,0.726,https://open.spotify.com/track/1SwY9YgXVgRbZM6uzxS4vU
1SwZVVH9BnXtLRLi2cbFhw,Good day,IU,62,2010,0,233613,0.163,0.643,0.878,0.0,9,0.105,-2.998,1,0.0673,128.035,0.583,https://open.spotify.com/track/1SwZVVH9BnXtLRLi2cbFhw
1SymEzIT3H8UZfibCs3TYi,Afterglow,Taylor Swift,68,2019,0,223293,0.13,0.7559999999999999,0.449,0.0,9,0.114,-8.746,1,0.0344,111.011,0.3989999999999999,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi
1T48e2TOc58hzeOd8evEJD,Prop Me Up Beside the Jukebox (If I Die),Joe Diffie,47,1993,0,226267,0.288,0.634,0.76,0.0,9,0.18,-4.784,1,0.0295,140.539,0.603,https://open.spotify.com/track/3hP7U1NmWEyeZRpLA1BhYj
1T575AhHueYinKSDflEsGK,Heaven,Julia Michaels,72,2018,0,191787,0.857,0.552,0.371,0.0,7,0.0838,-9.104,0,0.0359,199.843,0.245,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
1T5kUVyeYyn9lrWs1p8UxY,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0,2021,0,253279,0.248,0.271,0.648,0.0,8,0.121,-5.664,1,0.051,189.218,0.261,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
1TBIHWmr1r34J2s0eSfA7U,All or Nothing,O-Town,52,2001,0,281427,0.205,0.644,0.473,0.0,0,0.183,-5.2010000000000005,1,0.0282,126.925,0.252,https://open.spotify.com/track/7pbNNVcFePJV3Wani6zH8q
1TDk2Jmi4dVZhm2dum3Jim,Cochise,Audioslave,66,2002,0,222027,0.000519,0.452,0.873,0.0,9,0.0592,-4.867,1,0.0613,80.473,0.433,https://open.spotify.com/track/4OCzAGgyWsUKpdWufYywZm
1TEL6MlSSVLSdhOSddidlJ,needy,Ariana Grande,74,2019,1,171573,0.78,0.647,0.309,7.41e-06,7,0.2019999999999999,-7.947999999999999,0,0.0366,87.045,0.195,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
1TEZWG1FdjzDdercCguTwj,Nookie,Limp Bizkit,65,1999,1,289560,0.00218,0.573,0.929,0.0723,11,0.718,-5.996,1,0.0819999999999999,97.57,0.284,https://open.spotify.com/track/1TEZWG1FdjzDdercCguTwj
1THrLq1IPWwpisMdF9Ivya,Deseándote,Frankie Ruiz,64,1996,0,283227,0.203,0.578,0.828,0.0,8,0.146,-5.242999999999999,1,0.0402,96.305,0.913,https://open.spotify.com/track/6eRmG7DPom2FfRNAoCmjqb
1TMWcbxL5YF8rKsFHv5hAP,Rules,Doja Cat,77,2019,1,187040,0.171,0.664,0.7240000000000001,0.0,7,0.13,-5.4570000000000025,1,0.1159999999999999,144.05200000000005,0.6970000000000001,https://open.spotify.com/track/0S56ARhyAIZ5OzFX54H2pH
1TPLsNVlofwX1txcE9gZZF,We Find Love,Daniel Caesar,67,2017,0,254919,0.853,0.51,0.363,0.0,5,0.109,-8.635,1,0.0304,78.0,0.426,https://open.spotify.com/track/1TPLsNVlofwX1txcE9gZZF
1TPZ028i7BWWS5xW4UN9ss,La Tierra del Olvido,Carlos Vives,56,1995,0,265800,0.436,0.6629999999999999,0.605,0.0,0,0.0894,-8.533999999999999,1,0.0587,100.854,0.835,https://open.spotify.com/track/5zqb9vPcTA8rCwvIJQSxoO
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Sloan,79,2019,0,197732,0.7609999999999999,0.629,0.327,2.9600000000000005e-05,11,0.103,-8.285,1,0.0289999999999999,74.953,0.381,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ
1TYRcvY3JTYoLVhADPpDH5,Red Light Indicates Doors Are Secured,Arctic Monkeys,45,2006,0,143627,0.00316,0.622,0.846,0.0,11,0.0989,-4.831,0,0.0311,110.683,0.914,https://open.spotify.com/track/56GFlp1dkt7dw56pQdTwqW
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,Ski Mask The Slump God,78,2018,1,145627,0.111,0.935,0.552,0.0,10,0.0952,-9.373,0,0.335,99.993,0.615,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
1TmLaiVxH5XFRcI08KUgrg,Mi Casa Nueva,Los Invasores De Nuevo León,43,2001,0,166733,0.272,0.846,0.433,7.829999999999999e-05,8,0.0629,-15.973,1,0.371,106.581,0.947,https://open.spotify.com/track/0YqxST7jMa8B4Ecr1675u6
1TnUURhehaoMWKAqQtirm6,Colors,Halsey,70,2015,0,249500,0.0534,0.512,0.812,0.0,1,0.092,-4.809,1,0.0617,100.02,0.521,https://open.spotify.com/track/6w4LIVTA1966CdmIo0yG4x
1Tt7zr1yDbKbT8L4jzSZ74,When I Am Older,Josh Gad,69,2019,0,111452,0.705,0.73,0.326,0.0,8,0.103,-7.001,1,0.26,116.893,0.434,https://open.spotify.com/track/1Tt7zr1yDbKbT8L4jzSZ74
1TuopWDIuDi1553081zvuU,Resonance,Home,70,2014,0,212881,0.0356,0.5670000000000001,0.743,0.847,8,0.221,-8.613999999999999,1,0.0626,170.083,0.423,https://open.spotify.com/track/1TuopWDIuDi1553081zvuU
1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,71,2014,0,190240,0.113,0.747,0.861,0.0,8,0.026,-5.251,1,0.0514,103.966,0.8590000000000001,https://open.spotify.com/track/2FviG1Ma0M0BSZbqaDvw0x
1TwVcKR6JojvPwBGbWZT36,Dance Tonight,Lucy Pearl,54,2000,0,221280,0.00637,0.787,0.425,0.0016899999999999,10,0.196,-5.692,0,0.0641,99.225,0.711,https://open.spotify.com/track/6gk2V87atn7XaaAltdYsKd
1U5NACRBnxjJDO5G6GBJ46,Dile,Don Omar,0,2021,0,206987,0.173,0.8220000000000001,0.7440000000000001,7.03e-05,9,0.0692,-6.096,1,0.094,94.04,0.747,https://open.spotify.com/track/69Ej1xrGjOcHvIMtMKxK0G
1UDToCUvhfhYrTFxA1Xi4w,Jueves,La Oreja de Van Gogh,66,2008,0,239240,0.933,0.47,0.235,0.0,5,0.095,-7.297999999999999,1,0.038,103.87,0.134,https://open.spotify.com/track/1UDToCUvhfhYrTFxA1Xi4w
1UGMu0Tf5nmKoYIPPztbQQ,Lonely,Akon,46,2006,1,235800,0.314,0.621,0.525,0.0,5,0.126,-7.872999999999997,0,0.0391,90.072,0.6,https://open.spotify.com/track/1UGMu0Tf5nmKoYIPPztbQQ
1UHoHmHWdu0EX557Oqoq2P,Something In The Way,Nirvana,39,1991,0,232147,0.745,0.4270000000000001,0.201,0.263,8,0.109,-13.044,1,0.0317,105.218,0.0668,https://open.spotify.com/track/16LgXyNShQbrqBRF4TT1Sr
1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,Wiz Khalifa,66,2014,1,224933,0.00689,0.7170000000000001,0.862,0.0,8,0.321,-4.7360000000000015,1,0.054,130.02100000000002,0.52,https://open.spotify.com/track/1ULa3GfdMKs0MfRpm6xVlu
1UMkWD4tqla25UGgRfizuG,De Los Besos Que Te Di,Christian Nodal,0,2021,0,167373,0.3879999999999999,0.502,0.503,0.0,7,0.0608,-3.313,1,0.0422,195.598,0.7090000000000001,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
1UREw2MCfU0xwBzCAjxlUD,Scars,Papa Roach,66,2004,0,208186,0.0948,0.384,0.921,0.0,11,0.168,-3.334,1,0.055,89.92200000000004,0.471,https://open.spotify.com/track/3iGjPHGVRKPgQ6LvSN2zJI
1UYj8qTWjneZJDVjUMwMub,The Moment,Tame Impala,64,2015,0,255413,0.000296,0.547,0.8270000000000001,0.1009999999999999,7,0.0858,-6.0360000000000005,1,0.0468,119.089,0.451,https://open.spotify.com/track/6GpH4Q5hUKzMvMoO4n5itq
1UZOjK1BwmwWU14Erba9CZ,Malibu,Miley Cyrus,74,2017,0,231907,0.0767,0.573,0.7809999999999999,2.64e-05,8,0.0813,-6.4060000000000015,1,0.0555,139.934,0.3429999999999999,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
1Ug98CRiQYu7wiSym4uLY4,Sad But True,Metallica,63,1991,0,324560,0.000773,0.632,0.845,0.0015199999999999,7,0.0618,-6.336,1,0.0333,89.23200000000001,0.433,https://open.spotify.com/track/1PhLYngBKbeDtdmDzCg3Pb
1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,Young the Giant,71,2011,0,249520,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0,0.0417,128.97799999999998,0.225,https://open.spotify.com/track/1UqhkbzB1kuFwt2iy4h29Q
1Ut0PcWguWEdmYuMmurqfw,What I Got,Sublime,36,1996,1,171080,0.0152,0.8009999999999999,0.6940000000000001,0.000761,7,0.315,-7.52,1,0.0863,95.63,0.635,https://open.spotify.com/track/5nkYHBWXu7KCgcdwP6jcB1
1UwriLz98ILbRhrtohTca1,The Wanderer,Dion,58,2001,0,167160,0.193,0.623,0.48,0.0,2,0.11,-13.215,1,0.0392,114.436,0.8420000000000001,https://open.spotify.com/track/1UwriLz98ILbRhrtohTca1
1UzofFX5AkfTDnwjcBkM4J,Whiskey in the Jar,The Dubliners,55,2002,0,178533,0.795,0.551,0.8340000000000001,0.148,0,0.309,-5.238,1,0.0467,108.145,0.6609999999999999,https://open.spotify.com/track/1UzofFX5AkfTDnwjcBkM4J
1V0qqWBbIWt8hlAjxTZedR,What Christmas Means To Me,Stevie Wonder,69,2019,0,148147,0.0981,0.521,0.6990000000000001,0.0,0,0.1,-6.961,1,0.0338,83.529,0.802,https://open.spotify.com/track/3h1EREJfCwyv6cG7CGak5d
1V4Bq9kYHMk9yILUp5z3o3,Waiting for the End,Linkin Park,56,2010,0,231680,0.0415,0.487,0.961,1.15e-06,4,0.5529999999999999,-4.138999999999999,1,0.132,170.005,0.3229999999999999,https://open.spotify.com/track/5JHNg1hxZFT7TDEphhM4wj
1V5dATrCN1r9wHI7C6Lrs4,Necesito Decirte,Conjunto Primavera,59,2014,0,222987,0.0348,0.637,0.596,1.99e-05,10,0.1169999999999999,-7.485,1,0.0279999999999999,145.183,0.377,https://open.spotify.com/track/1V5dATrCN1r9wHI7C6Lrs4
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato,76,2013,0,210840,0.0738,0.504,0.785,0.0,8,0.239,-4.802,1,0.104,173.968,0.502,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA
1VB4sadHjFcFklHcZuoROi,Como Camarón,Estopa,64,1999,0,202027,0.216,0.499,0.721,9.74e-06,9,0.295,-9.615,0,0.0564,140.4,0.843,https://open.spotify.com/track/1VB4sadHjFcFklHcZuoROi
1VBS77pnYxi5FqCE41CHlL,Calamity,ZAYN,55,2021,0,187560,0.942,0.557,0.292,0.0002009999999999,10,0.106,-14.414,0,0.113,141.684,0.0444,https://open.spotify.com/track/1hGHHKR7KFF2Wl78LBgKBz
1VDXQhu7YGdbM6UeEIfsaX,Only Girl (In The World),Rihanna,53,2010,0,235493,0.113,0.7879999999999999,0.71,1.22e-05,11,0.0638,-4.24,0,0.0426,125.919,0.632,https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i
1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,Joji,80,2018,1,174358,0.619,0.672,0.588,0.241,1,0.0992,-9.573,1,0.133,169.033,0.204,https://open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14
1VHL5rrsDshd2cb0FrXmGb,Traicionera,Sebastian Yatra,0,2021,0,230280,0.138,0.779,0.675,0.0,11,0.105,-4.976,1,0.0485,91.006,0.63,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
1VI0gX5zaphvpOEeUg15Ay,Hula Hoop,Daddy Yankee,0,2021,0,236493,0.113,0.799,0.818,0.00315,6,0.0942,-4.628,1,0.0801,175.998,0.951,https://open.spotify.com/track/7BEI30TTNhwnkCyNUDmFrr
1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,73,2018,1,190920,0.513,0.6890000000000001,0.516,0.0,8,0.163,-5.857,1,0.0444,124.876,0.209,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be
